Continent;Pays;Capitale;Nom et prénom du dirigeant;Rôle / titre;Précision;Vérifié le;Source dirigeant;Source capitale / continent;Code ISO
Asie;Maldives;Malé;Mohamed Muizzu;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MV
Asie;Mongolie;Oulan-Bator;Ukhnaagiin Khürelsükh;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MN
Asie;Myanmar (Birmanie);Naypyidaw;Min Aung Hlaing;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MM
Asie;Népal;Katmandou;Ram Chandra Paudel;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NP
Asie;Oman;Muscat;Haitham bin Tariq;Sultan;Il est également Premier ministre.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;OM
Asie;Ouzbékistan;Tachkent;Shavkat Mirziyoyev;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;UZ
Asie;Pakistan;Islamabad;Asif Ali Zardari;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PK
Asie;Palestine;Jérusalem-Est;Mahmoud Abbas;Président;Jérusalem-Est est la capitale revendiquée par l'État de Palestine. Ramallah est le principal siège administratif, mais n'est pas retenue comme réponse.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/west-bank;https://www.un.org/unispal/document/auto-insert-199256/;PS
Asie;Philippines;Manille;Bongbong Marcos;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PH
Asie;Qatar;Doha;Tamim bin Hamad Al Thani;Émir;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;QA
Asie;Singapour;Singapour;Tharman Shanmugaratnam;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SG
Asie;Sri Lanka;Sri Jayawardenepura Kotte;Anura Kumara Dissanayake;Président;"Sri Jayawardenepura Kotte est la capitale administrative ; Colombo est la principale ville et capitale commerciale.";2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://www.mfa.gov.lk/national-profile-and-geography;LK
Asie;Syrie;Damas;Ahmed al-Sharaa;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SY
Asie;Tadjikistan;Douchanbé;Emomali Rahmon;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TJ
Asie;Thaïlande;Bangkok;Vajiralongkorn;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TH
Asie;Timor-Leste;Dili;José Ramos-Horta;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TL
Asie;Turkménistan;Achgabat;Serdar Berdimuhamedow;Président;Gurbanguly Berdimuhamedow préside également le Conseil du peuple.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TM
Asie;Turquie;Ankara;Recep Tayyip Erdoğan;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TR
Asie;Viêt Nam;Hanoï;Tô Lâm;Président;Il est également secrétaire général du Parti communiste du Vietnam.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VN
Asie;Yémen;Sanaa;Rashad al-Alimi;Président du Conseil de direction présidentiel;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;YE
Asie;Émirats arabes unis;Abu Dhabi;Mohamed bin Zayed Al Nahyan;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AE
Europe;Albanie;Tirana;Bajram Begaj;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AL
Europe;Allemagne;Berlin;Frank-Walter Steinmeier;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;DE
Europe;Andorre;Andorre-la-Vieille;Josep-Lluís Serrano Pentinat / Emmanuel Macron;Coprinces;La principauté a deux coprinces, l'un épiscopal et l'autre français.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AD
Europe;Autriche;Vienne;Alexander Van der Bellen;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AT
Europe;Belgique;Bruxelles;Philippe;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BE
Europe;Biélorussie;Minsk;Alexander Lukashenko;Président;Il est également président de l'Assemblée populaire pan-biélorusse selon la source.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BY
Europe;Bosnie-Herzégovine;Sarajevo;Denis Bećirović / Željka Cvijanović / Željko Komšić;Présidence collégiale;La présidence de Bosnie-Herzégovine est composée de trois membres.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BA
Europe;Bulgarie;Sofia;Iliana Iotova;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BG
Europe;Croatie;Zagreb;Zoran Milanović;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;HR
Europe;Danemark;Copenhague;Frederik X;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;DK
Europe;Espagne;Madrid;Felipe VI;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;ES
Europe;Estonie;Tallinn;Alar Karis;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;EE
Europe;Finlande;Helsinki;Alexander Stubb;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FI
Europe;France;Paris;Emmanuel Macron;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FR
Europe;Grèce;Athènes;Konstantinos Tasoulas;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;GR
Europe;Hongrie;Budapest;András Baka;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;HU
Europe;Irlande;Dublin;Catherine Connolly;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IE
Europe;Islande;Reykjavik;Halla Tómasdóttir;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IS
Europe;Italie;Rome;Sergio Mattarella;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IT
Europe;Lettonie;Riga;Edgars Rinkēvičs;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LV
Europe;Liechtenstein;Vaduz;Hans-Adam II;Prince souverain;La régence est exercée par le prince Alois.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LI
Europe;Lituanie;Vilnius;Gitanas Nausėda;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LT
Europe;Luxembourg;Luxembourg;Guillaume V;Grand-duc;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LU
Europe;Macédoine du Nord;Skopje;Gordana Siljanovska-Davkova;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MK
Europe;Malte;Valletta;Myriam Spiteri Debono;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MT
Europe;Moldavie;Chișinău;Maia Sandu;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MD
Europe;Monaco;Monaco;Albert II;Prince souverain;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MC
Europe;Monténégro;Podgorica;Jakov Milatović;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;ME
Europe;Norvège;Oslo;Harald V;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NO
Europe;Pays-Bas;Amsterdam;Willem-Alexander;Roi;"Amsterdam est la capitale constitutionnelle ; le gouvernement et le Parlement siègent à La Haye.";2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NL
Europe;Pologne;Varsovie;Karol Nawrocki;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PL
Europe;Portugal;Lisbonne;António José Seguro;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PT
Europe;Roumanie;Bucarest;Nicușor Dan;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RO
Europe;Royaume-Uni;Londres;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État du Royaume-Uni.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/united-kingdom;https://www.gov.uk/;GB
Europe;Russie;Moscou;Vladimir Putin;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RU
Europe;Saint-Marin;Saint-Marin;Alice Mina / Vladimiro Selva;Capitaines-régents;Saint-Marin a deux chefs d'État exerçant conjointement.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SM
Europe;Serbie;Belgrade;Aleksandar Vučić;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RS
Europe;Slovaquie;Bratislava;Peter Pellegrini;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SK
Europe;Slovénie;Ljubljana;Nataša Pirc Musar;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SI
Europe;Suisse;Berne;Guy Parmelin;Président de la Confédération;La Suisse est dirigée collégialement par le Conseil fédéral et la présidence est tournante. Berne est la ville fédérale et le siège des autorités fédérales.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/switzerland;https://www.eda.admin.ch/aboutswitzerland/fr/home/politik-geschichte/politisches-system/bundesstadt-bern.html;CH
Europe;Suède;Stockholm;Carl XVI Gustaf;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SE
Europe;Tchéquie;Prague;Petr Pavel;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;CZ
Europe;Ukraine;Kyiv;Volodymyr Zelenskyy;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;UA
Europe;Vatican;Cité du Vatican;Leo XIV;Pape;Le pape est le souverain de l'État de la Cité du Vatican.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VA
Océanie;Australie;Canberra;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État de l'Australie, royaume souverain distinct du Royaume-Uni. Il est représenté localement par un gouverneur général.;2026-09-20;https://www.royal.uk/commonwealth-realms;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AU
Océanie;Fidji;Suva;Naiqama Lalabalavu;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FJ
Océanie;Kiribati;South Tarawa;Taneti Maamau;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;KI
Océanie;Nauru;Yaren;David Adeang;Président;Nauru n'a pas de capitale officielle. Yaren, siège de fait du gouvernement, est la réponse conventionnelle retenue pour le quiz.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/nauru;https://www.un.int/nauru/nauru/country-facts;NR
Océanie;Nouvelle-Zélande;Wellington;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État de la Nouvelle-Zélande, royaume souverain distinct du Royaume-Uni. Il est représenté localement par un gouverneur général.;2026-09-20;https://www.royal.uk/commonwealth-realms;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NZ
Océanie;Palaos;Ngerulmud;Surangel Whipps Jr.;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PW
Océanie;Papouasie-Nouvelle-Guinée;Port Moresby;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État de la Papouasie-Nouvelle-Guinée, royaume souverain distinct du Royaume-Uni. Il est représenté localement par un gouverneur général.;2026-09-20;https://www.royal.uk/commonwealth-realms;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PG
Océanie;Samoa;Apia;Tuimalealiʻifano Vaʻaletoʻa Sualauvi II;O le Ao o le Malo;Titre samoan du chef de l'État.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;WS
Océanie;Tonga;Nuku'alofa;Tupou VI;Roi;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TO
Océanie;Tuvalu;Funafuti;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État des Tuvalu, royaume souverain distinct du Royaume-Uni. Il est représenté localement par un gouverneur général.;2026-09-20;https://www.royal.uk/commonwealth-realms;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TV
Océanie;Vanuatu;Port Vila;Nikenike Vurobaravu;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VU
Océanie;États fédérés de Micronésie;Palikir;Wesley Simina;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FM
Océanie;Îles Marshall;Majuro;Hilda Heine;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MH
Océanie;Îles Salomon;Honiara;Charles III;Roi et chef d'État;Charles III est juridiquement le roi et chef d'État des Îles Salomon, royaume souverain distinct du Royaume-Uni. Il est représenté localement par un gouverneur général.;2026-09-20;https://www.royal.uk/commonwealth-realms;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SB
