Continent;Pays;Capitale;Nom et prénom du dirigeant;Rôle / titre;Précision;Vérifié le;Source dirigeant;Source capitale / continent;Code ISO
Asie;Koweït;Koweït;Mishal Al-Ahmad Al-Jaber Al-Sabah;Émir;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;KW
Asie;Laos;Vientiane;Thongloun Sisoulith;Président;Il est également secrétaire général du Parti révolutionnaire populaire lao.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LA
Asie;Liban;Beyrouth;Nawaf Salam;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LB
Asie;Malaisie;Kuala Lumpur;Anwar Ibrahim;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://www.malaysia.gov.my/;MY
Asie;Maldives;Malé;Mohamed Muizzu;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MV
Asie;Mongolie;Oulan-Bator;Nyam-Osor Uchral;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MN
Asie;Myanmar (Birmanie);Naypyidaw;Min Aung Hlaing;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MM
Asie;Népal;Katmandou;Balendra Shah;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NP
Asie;Oman;Muscat;Haitham bin Tariq;Sultan;Il est également Premier ministre.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;OM
Asie;Ouzbékistan;Tachkent;Shavkat Mirziyoyev;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;UZ
Asie;Pakistan;Islamabad;Shehbaz Sharif;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PK
Asie;Palestine;Jérusalem-Est;Mahmoud Abbas;Président;Jérusalem-Est est la capitale revendiquée par l'État de Palestine. Ramallah est le principal siège administratif, mais n'est pas retenue comme réponse.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/west-bank;https://www.un.org/unispal/document/auto-insert-199256/;PS
Asie;Philippines;Manille;Bongbong Marcos;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PH
Asie;Qatar;Doha;Tamim bin Hamad Al Thani;Émir;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;QA
Asie;Singapour;Singapour;Lawrence Wong;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SG
Asie;Sri Lanka;Sri Jayawardenepura Kotte;Anura Kumara Dissanayake;Président;"Sri Jayawardenepura Kotte est la capitale administrative ; Colombo est la principale ville et capitale commerciale.";2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://www.mfa.gov.lk/national-profile-and-geography;LK
Asie;Syrie;Damas;Ahmed al-Sharaa;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SY
Asie;Tadjikistan;Douchanbé;Emomali Rahmon;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TJ
Asie;Thaïlande;Bangkok;Anutin Charnvirakul;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TH
Asie;Timor-Leste;Dili;Xanana Gusmão;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TL
Asie;Turkménistan;Achgabat;Serdar Berdimuhamedow;Président;Gurbanguly Berdimuhamedow préside également le Conseil du peuple.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TM
Asie;Turquie;Ankara;Recep Tayyip Erdoğan;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TR
Asie;Viêt Nam;Hanoï;Tô Lâm;Secrétaire général du Parti communiste, dirigeant de fait;Le secrétaire général du parti détient l'autorité politique principale.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VN
Asie;Yémen;Sanaa;Rashad al-Alimi;Président du Conseil de direction présidentiel;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;YE
Asie;Émirats arabes unis;Abu Dhabi;Mohamed bin Zayed Al Nahyan;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AE
Europe;Albanie;Tirana;Edi Rama;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AL
Europe;Allemagne;Berlin;Friedrich Merz;Chancelier fédéral;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;DE
Europe;Andorre;Andorre-la-Vieille;Xavier Espot Zamora;Chef du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AD
Europe;Autriche;Vienne;Christian Stocker;Chancelier fédéral;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AT
Europe;Belgique;Bruxelles;Bart De Wever;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BE
Europe;Biélorussie;Minsk;Alexander Lukashenko;Président;Il est également président de l'Assemblée populaire pan-biélorusse selon la source.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BY
Europe;Bosnie-Herzégovine;Sarajevo;Borjana Krišto;Présidente du Conseil des ministres;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BA
Europe;Bulgarie;Sofia;Rumen Radev;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;BG
Europe;Croatie;Zagreb;Andrej Plenković;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;HR
Europe;Danemark;Copenhague;Mette Frederiksen;Première ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;DK
Europe;Espagne;Madrid;Pedro Sánchez;Président du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;ES
Europe;Estonie;Tallinn;Kristen Michal;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;EE
Europe;Finlande;Helsinki;Petteri Orpo;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FI
Europe;France;Paris;Emmanuel Macron;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FR
Europe;Grèce;Athènes;Kyriakos Mitsotakis;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;GR
Europe;Hongrie;Budapest;Péter Magyar;Premier ministre;Péter Magyar a succédé à Viktor Orbán le 9 mai 2026.;2026-09-26;https://kormany.hu/kormanyzat/miniszterelnok;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;HU
Europe;Irlande;Dublin;Micheál Martin;Taoiseach (Premier ministre);Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IE
Europe;Islande;Reykjavik;Kristrún Frostadóttir;Première ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IS
Europe;Italie;Rome;Giorgia Meloni;Présidente du Conseil des ministres;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;IT
Europe;Lettonie;Riga;Andris Kulbergs;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-26;https://www.mk.gov.lv/en/employee/andris-kulbergs;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LV
Europe;Liechtenstein;Vaduz;Brigitte Haas;Cheffe du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://apnews.com/article/3e6b8510cb9f1e61f3692440848966d1;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LI
Europe;Lituanie;Vilnius;Mindaugas Sinkevičius;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-26;https://lrv.lt/en/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LT
Europe;Luxembourg;Luxembourg;Luc Frieden;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;LU
Europe;Macédoine du Nord;Skopje;Hristijan Mickoski;Président du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MK
Europe;Malte;Valletta;Robert Abela;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MT
Europe;Moldavie;Chișinău;Vasile Tofan;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-26;https://www.reuters.com/world/moldovas-parliament-approves-60-day-state-emergency-energy-water-supply-2026-09-22/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MD
Europe;Monaco;Monaco;Albert II;Prince souverain;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MC
Europe;Monténégro;Podgorica;Milojko Spajić;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;ME
Europe;Norvège;Oslo;Jonas Gahr Støre;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NO
Europe;Pays-Bas;Amsterdam;Rob Jetten;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NL
Europe;Pologne;Varsovie;Donald Tusk;Président du Conseil des ministres;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PL
Europe;Portugal;Lisbonne;Luís Montenegro;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PT
Europe;Roumanie;Bucarest;Ilie Bolojan;Premier ministre intérimaire;"Son gouvernement a été renversé ; il assure l'intérim pendant la formation d'un nouveau cabinet.";2026-09-20;https://www.reuters.com/world/romanian-liberal-mep-siegfried-muresan-nominated-prime-minister-2026-09-17/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RO
Europe;Royaume-Uni;Londres;Andy Burnham;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://www.gov.uk/;GB
Europe;Russie;Moscou;Vladimir Putin;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RU
Europe;Saint-Marin;Saint-Marin;Luca Beccari;Secrétaire d'État aux Affaires étrangères;"Saint-Marin a un exécutif collégial ; le quiz retient le principal secrétaire d'État plutôt que les capitaines-régents protocolaires.";2026-09-20;https://www.esteri.sm/pub2/EsteriSM/en/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SM
Europe;Serbie;Belgrade;Aleksandar Vučić;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;RS
Europe;Slovaquie;Bratislava;Robert Fico;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SK
Europe;Slovénie;Ljubljana;Janez Janša;Président du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SI
Europe;Suisse;Berne;Guy Parmelin;Président tournant du Conseil fédéral;Le pouvoir exécutif est exercé collégialement par le Conseil fédéral.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://www.eda.admin.ch/aboutswitzerland/fr/home/politik-geschichte/politisches-system/bundesstadt-bern.html;CH
Europe;Suède;Stockholm;Ulf Kristersson;Premier ministre démissionnaire assurant l'intérim;Il reste chargé des affaires courantes pendant la formation du gouvernement suivant.;2026-09-20;https://www.theguardian.com/world/2026/sep/17/sweden-elections-prime-minister-resigns;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SE
Europe;Tchéquie;Prague;Andrej Babiš;Président du gouvernement;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;CZ
Europe;Ukraine;Kyiv;Volodymyr Zelenskyy;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;UA
Europe;Vatican;Cité du Vatican;Leo XIV;Pape;Le pape est le souverain de l'État de la Cité du Vatican.;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VA
Océanie;Australie;Canberra;Anthony Albanese;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;AU
Océanie;Fidji;Suva;Sitiveni Rabuka;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FJ
Océanie;Kiribati;South Tarawa;Taneti Maamau;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;KI
Océanie;Nauru;Yaren;David Adeang;Président;Nauru n'a pas de capitale officielle. Yaren, siège de fait du gouvernement, est la réponse conventionnelle retenue pour le quiz.;2026-09-20;https://www.cia.gov/resources/world-leaders/foreign-governments/nauru;https://www.un.int/nauru/nauru/country-facts;NR
Océanie;Nouvelle-Zélande;Wellington;Christopher Luxon;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;NZ
Océanie;Palaos;Ngerulmud;Surangel Whipps Jr.;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PW
Océanie;Papouasie-Nouvelle-Guinée;Port Moresby;James Marape;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;PG
Océanie;Samoa;Apia;Laʻaulialemalietoa Leuatea Polataivao Schmidt;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;WS
Océanie;Tonga;Nuku'alofa;Lord Fatafehi Fakafānua;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.theguardian.com/world/2026/mar/24/tonga-us-deal-deep-sea-minerals-environmental-concern;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TO
Océanie;Tuvalu;Funafuti;Feleti Teo;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;TV
Océanie;Vanuatu;Port Vila;Jotham Napat;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;VU
Océanie;États fédérés de Micronésie;Palikir;Wesley Simina;Président;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;FM
Océanie;Îles Marshall;Majuro;Hilda Heine;Présidente;;2026-09-20;https://en.wikipedia.org/wiki/List_of_current_heads_of_state_and_government;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;MH
Océanie;Îles Salomon;Honiara;Matthew Wale;Premier ministre;Le quiz retient le détenteur effectif du pouvoir exécutif plutôt que le chef d'État protocolaire.;2026-09-20;https://www.cia.gov/resources/world-leaders/;https://github.com/lorey/list-of-countries/blob/master/csv/countries.csv;SB
